Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6557894736842105,16,0.1,2,10,0.40842105263157896,0.40842105263157896,0.6042105263157894,0.6031578947368421,0.5894736842105263,0.5747368421052632,0.6073684210526316,0.5736842105263158,0.5968421052631578,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6610526315789473,17,0.1,2,10,0.4368421052631579,0.4052631578947368,0.6031578947368421,0.6052631578947368,0.5936842105263158,0.5705263157894737,0.58,0.6094736842105263,0.5894736842105263,0.5147368421052632
0000000011,2,"[1, 2]",0.4326315789473684,18,0.1,2,10,0.40210526315789474,0.391578947368421,0.5810526315789474,0.6189473684210526,0.5852631578947368,0.5663157894736842,0.6336842105263157,0.5621052631578948,0.5842105263157895,0.5621052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6663157894736842,18,0.1,2,10,0.40210526315789474,0.391578947368421,0.5810526315789474,0.6189473684210526,0.5852631578947368,0.5663157894736842,0.6336842105263157,0.5621052631578948,0.5842105263157895,0.5621052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6642105263157895,19,0.1,2,10,0.4263157894736842,0.4305263157894737,0.6189473684210526,0.628421052631579,0.5863157894736842,0.6126315789473684,0.5905263157894737,0.5336842105263158,0.5821052631578948,0.5336842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6505263157894737,20,0.1,2,10,0.40842105263157896,0.4378947368421053,0.5589473684210526,0.6157894736842106,0.588421052631579,0.5968421052631578,0.5968421052631578,0.5915789473684211,0.5726315789473684,0.531578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6568421052631579,21,0.1,2,10,0.41157894736842104,0.40421052631578946,0.5463157894736842,0.5242105263157895,0.5957894736842105,0.5789473684210527,0.6136842105263158,0.5305263157894737,0.5821052631578948,0.5589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6863157894736842,22,0.1,2,10,0.4357894736842105,0.4147368421052632,0.6147368421052631,0.5873684210526315,0.6126315789473684,0.5778947368421052,0.6357894736842106,0.5789473684210527,0.5915789473684211,0.56
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6578947368421053,23,0.1,2,10,0.41578947368421054,0.4126315789473684,0.5705263157894737,0.5526315789473685,0.5768421052631579,0.588421052631579,0.5863157894736842,0.611578947368421,0.5631578947368421,0.5663157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6568421052631579,24,0.1,2,10,0.4242105263157895,0.4168421052631579,0.5357894736842105,0.5589473684210526,0.608421052631579,0.5873684210526315,0.6126315789473684,0.5842105263157895,0.5894736842105263,0.531578947368421
0000000011,2,"[1, 2]",0.4105263157894737,25,0.1,2,10,0.39052631578947367,0.3726315789473684,0.5736842105263158,0.5789473684210527,0.6042105263157894,0.5789473684210527,0.6031578947368421,0.6021052631578947,0.5642105263157895,0.5494736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6557894736842105,25,0.1,2,10,0.39052631578947367,0.3726315789473684,0.5736842105263158,0.5789473684210527,0.6042105263157894,0.5789473684210527,0.6031578947368421,0.6021052631578947,0.5642105263157895,0.5494736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6726315789473685,26,0.1,2,10,0.41578947368421054,0.42947368421052634,0.6168421052631579,0.4494736842105263,0.608421052631579,0.5978947368421053,0.611578947368421,0.5831578947368421,0.6231578947368421,0.5578947368421052
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6778947368421052,27,0.1,2,10,0.4284210526315789,0.39473684210526316,0.5863157894736842,0.5189473684210526,0.5778947368421052,0.5926315789473684,0.588421052631579,0.5452631578947369,0.5915789473684211,0.5515789473684211
0000000011,2,"[1, 2]",0.4073684210526316,28,0.1,2,10,0.40421052631578946,0.4052631578947368,0.5736842105263158,0.6105263157894737,0.5905263157894737,0.5873684210526315,0.6157894736842106,0.5736842105263158,0.5842105263157895,0.5663157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6526315789473685,28,0.1,2,10,0.40421052631578946,0.4052631578947368,0.5736842105263158,0.6105263157894737,0.5905263157894737,0.5873684210526315,0.6157894736842106,0.5736842105263158,0.5842105263157895,0.5663157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6631578947368421,29,0.1,2,10,0.4073684210526316,0.40210526315789474,0.5473684210526316,0.5810526315789474,0.6,0.6021052631578947,0.6221052631578947,0.5526315789473685,0.5863157894736842,0.5610526315789474
0000000011,2,"[1, 2]",0.45473684210526316,30,0.1,2,10,0.41789473684210526,0.39473684210526316,0.5631578947368421,0.5631578947368421,0.5694736842105264,0.6031578947368421,0.6073684210526316,0.56,0.5842105263157895,0.5421052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6663157894736842,30,0.1,2,10,0.41789473684210526,0.39473684210526316,0.5631578947368421,0.5631578947368421,0.5694736842105264,0.6031578947368421,0.6073684210526316,0.56,0.5842105263157895,0.5421052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6568421052631579,31,0.1,2,10,0.4326315789473684,0.3968421052631579,0.5673684210526316,0.5736842105263158,0.5894736842105263,0.5621052631578948,0.5968421052631578,0.5673684210526316,0.5589473684210526,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6442105263157895,32,0.1,2,10,0.42526315789473684,0.4557894736842105,0.5673684210526316,0.5926315789473684,0.5768421052631579,0.5821052631578948,0.6210526315789474,0.5389473684210526,0.6052631578947368,0.5473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.66,33,0.1,2,10,0.4263157894736842,0.36736842105263157,0.5905263157894737,0.6073684210526316,0.5768421052631579,0.5894736842105263,0.5663157894736842,0.608421052631579,0.5842105263157895,0.5263157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6621052631578948,34,0.1,2,10,0.40421052631578946,0.3863157894736842,0.58,0.6094736842105263,0.6063157894736843,0.6178947368421053,0.5905263157894737,0.5978947368421053,0.5831578947368421,0.5357894736842105
0000000011,2,"[1, 2]",0.4463157894736842,35,0.1,2,10,0.42947368421052634,0.3894736842105263,0.5063157894736842,0.5968421052631578,0.5778947368421052,0.5894736842105263,0.6221052631578947,0.6094736842105263,0.5842105263157895,0.5557894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6547368421052632,35,0.1,2,10,0.42947368421052634,0.3894736842105263,0.5063157894736842,0.5968421052631578,0.5778947368421052,0.5894736842105263,0.6221052631578947,0.6094736842105263,0.5842105263157895,0.5557894736842105
0000000011,2,"[1, 2]",0.43894736842105264,36,0.1,2,10,0.40842105263157896,0.36105263157894735,0.5926315789473684,0.6263157894736842,0.5915789473684211,0.5621052631578948,0.54,0.6021052631578947,0.5789473684210527,0.5757894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6610526315789473,36,0.1,2,10,0.40842105263157896,0.36105263157894735,0.5926315789473684,0.6263157894736842,0.5915789473684211,0.5621052631578948,0.54,0.6021052631578947,0.5789473684210527,0.5757894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6673684210526316,37,0.1,2,10,0.44105263157894736,0.38,0.5642105263157895,0.5821052631578948,0.6021052631578947,0.5863157894736842,0.6105263157894737,0.5736842105263158,0.5947368421052631,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6673684210526316,38,0.1,2,10,0.4168421052631579,0.44526315789473686,0.6052631578947368,0.5378947368421053,0.6031578947368421,0.6147368421052631,0.6,0.5684210526315789,0.5831578947368421,0.5515789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6621052631578948,39,0.1,2,10,0.44526315789473686,0.3778947368421053,0.6273684210526316,0.5368421052631579,0.5684210526315789,0.5621052631578948,0.5936842105263158,0.58,0.5715789473684211,0.5157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6642105263157895,40,0.1,2,10,0.39263157894736844,0.39789473684210525,0.5715789473684211,0.6178947368421053,0.6378947368421053,0.5368421052631579,0.6252631578947369,0.5589473684210526,0.5947368421052631,0.56
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6778947368421052,41,0.1,2,10,0.4463157894736842,0.42736842105263156,0.5947368421052631,0.6326315789473684,0.6,0.6042105263157894,0.6063157894736843,0.5768421052631579,0.5757894736842105,0.5442105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6505263157894737,42,0.1,2,10,0.4357894736842105,0.34842105263157896,0.5705263157894737,0.5557894736842105,0.5694736842105264,0.6010526315789474,0.6021052631578947,0.5915789473684211,0.608421052631579,0.5547368421052632
0000000011,2,"[1, 2]",0.4421052631578947,43,0.1,2,10,0.4263157894736842,0.4,0.5536842105263158,0.611578947368421,0.5642105263157895,0.5957894736842105,0.6010526315789474,0.6010526315789474,0.5568421052631579,0.5547368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6547368421052632,43,0.1,2,10,0.4263157894736842,0.4,0.5536842105263158,0.611578947368421,0.5642105263157895,0.5957894736842105,0.6010526315789474,0.6010526315789474,0.5568421052631579,0.5547368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6557894736842105,44,0.1,2,10,0.4284210526315789,0.4284210526315789,0.6136842105263158,0.5589473684210526,0.6021052631578947,0.5736842105263158,0.6063157894736843,0.5663157894736842,0.5768421052631579,0.5715789473684211
0000000011,2,"[1, 2]",0.43894736842105264,45,0.1,2,10,0.40421052631578946,0.42105263157894735,0.5768421052631579,0.6231578947368421,0.6021052631578947,0.6136842105263158,0.5978947368421053,0.58,0.5810526315789474,0.5621052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6578947368421053,45,0.1,2,10,0.40421052631578946,0.42105263157894735,0.5768421052631579,0.6231578947368421,0.6021052631578947,0.6136842105263158,0.5978947368421053,0.58,0.5810526315789474,0.5621052631578948
0000000011,2,"[1, 2]",0.44,46,0.1,2,10,0.40842105263157896,0.42210526315789476,0.5989473684210527,0.6042105263157894,0.5926315789473684,0.5631578947368421,0.6189473684210526,0.5031578947368421,0.5410526315789473,0.5747368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.66,46,0.1,2,10,0.40842105263157896,0.42210526315789476,0.5989473684210527,0.6042105263157894,0.5926315789473684,0.5631578947368421,0.6189473684210526,0.5031578947368421,0.5410526315789473,0.5747368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6473684210526316,47,0.1,2,10,0.39473684210526316,0.4063157894736842,0.5536842105263158,0.56,0.5505263157894736,0.6010526315789474,0.6157894736842106,0.58,0.5421052631578948,0.5336842105263158
0000000011,2,"[1, 2]",0.41157894736842104,48,0.1,2,10,0.4,0.3431578947368421,0.6073684210526316,0.5452631578947369,0.5968421052631578,0.6,0.5947368421052631,0.5831578947368421,0.5768421052631579,0.5757894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6473684210526316,48,0.1,2,10,0.4,0.3431578947368421,0.6073684210526316,0.5452631578947369,0.5968421052631578,0.6,0.5947368421052631,0.5831578947368421,0.5768421052631579,0.5757894736842105
0000000011,2,"[1, 2]",0.4147368421052632,49,0.1,2,10,0.3821052631578947,0.36947368421052634,0.6052631578947368,0.5273684210526316,0.5852631578947368,0.5989473684210527,0.6252631578947369,0.5684210526315789,0.5557894736842105,0.5978947368421053
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6610526315789473,49,0.1,2,10,0.3821052631578947,0.36947368421052634,0.6052631578947368,0.5273684210526316,0.5852631578947368,0.5989473684210527,0.6252631578947369,0.5684210526315789,0.5557894736842105,0.5978947368421053
0000000011,2,"[1, 2]",0.4326315789473684,50,0.1,2,10,0.4073684210526316,0.391578947368421,0.5484210526315789,0.5347368421052632,0.5810526315789474,0.5642105263157895,0.5989473684210527,0.5526315789473685,0.5568421052631579,0.5536842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6305263157894737,50,0.1,2,10,0.4073684210526316,0.391578947368421,0.5484210526315789,0.5347368421052632,0.5810526315789474,0.5642105263157895,0.5989473684210527,0.5526315789473685,0.5568421052631579,0.5536842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6557894736842105,51,0.1,2,10,0.4,0.4378947368421053,0.5810526315789474,0.5926315789473684,0.5526315789473685,0.6052631578947368,0.6273684210526316,0.5621052631578948,0.5894736842105263,0.5421052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6484210526315789,52,0.1,2,10,0.4463157894736842,0.3726315789473684,0.5810526315789474,0.5894736842105263,0.5505263157894736,0.5831578947368421,0.5589473684210526,0.6031578947368421,0.56,0.5484210526315789
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6747368421052632,53,0.1,2,10,0.41368421052631577,0.4242105263157895,0.5831578947368421,0.4673684210526316,0.5673684210526316,0.5831578947368421,0.6273684210526316,0.6073684210526316,0.5726315789473684,0.5547368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6631578947368421,54,0.1,2,10,0.4663157894736842,0.4831578947368421,0.611578947368421,0.6336842105263157,0.5936842105263158,0.5789473684210527,0.6168421052631579,0.5410526315789473,0.5821052631578948,0.5284210526315789
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6589473684210526,55,0.1,2,10,0.38842105263157894,0.4073684210526316,0.5652631578947368,0.62,0.6147368421052631,0.5536842105263158,0.608421052631579,0.5652631578947368,0.5705263157894737,0.5547368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6610526315789473,56,0.1,2,10,0.39263157894736844,0.4242105263157895,0.5810526315789474,0.4431578947368421,0.6221052631578947,0.5705263157894737,0.5863157894736842,0.5778947368421052,0.5589473684210526,0.58
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6578947368421053,57,0.1,2,10,0.41368421052631577,0.3863157894736842,0.5484210526315789,0.6252631578947369,0.6136842105263158,0.6136842105263158,0.5663157894736842,0.5978947368421053,0.5736842105263158,0.5494736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6694736842105263,58,0.1,2,10,0.4168421052631579,0.3989473684210526,0.5894736842105263,0.5957894736842105,0.588421052631579,0.6021052631578947,0.5978947368421053,0.5526315789473685,0.5652631578947368,0.5157894736842106
0000000011,2,"[1, 2]",0.41157894736842104,59,0.1,2,10,0.4,0.3431578947368421,0.6073684210526316,0.5452631578947369,0.5968421052631578,0.6,0.5947368421052631,0.5831578947368421,0.5768421052631579,0.5757894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6473684210526316,59,0.1,2,10,0.4,0.3431578947368421,0.6073684210526316,0.5452631578947369,0.5968421052631578,0.6,0.5947368421052631,0.5831578947368421,0.5768421052631579,0.5757894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6526315789473685,60,0.1,2,10,0.4189473684210526,0.4305263157894737,0.6178947368421053,0.4663157894736842,0.6031578947368421,0.5957894736842105,0.5421052631578948,0.6073684210526316,0.5947368421052631,0.5757894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6694736842105263,61,0.1,2,10,0.3957894736842105,0.3894736842105263,0.5347368421052632,0.6126315789473684,0.5863157894736842,0.6010526315789474,0.6073684210526316,0.5557894736842105,0.5589473684210526,0.5589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6694736842105263,62,0.1,2,10,0.4168421052631579,0.3989473684210526,0.5894736842105263,0.5957894736842105,0.588421052631579,0.6021052631578947,0.5978947368421053,0.5526315789473685,0.5652631578947368,0.5157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6421052631578947,63,0.1,2,10,0.39789473684210525,0.4263157894736842,0.5094736842105263,0.5831578947368421,0.5578947368421052,0.5789473684210527,0.6368421052631579,0.5442105263157895,0.52,0.5536842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.671578947368421,64,0.1,2,10,0.41789473684210526,0.38526315789473686,0.5831578947368421,0.5789473684210527,0.588421052631579,0.5642105263157895,0.5957894736842105,0.5757894736842105,0.5957894736842105,0.5505263157894736
0000000011,2,"[1, 2]",0.4105263157894737,65,0.1,2,10,0.4052631578947368,0.3821052631578947,0.56,0.58,0.5968421052631578,0.6168421052631579,0.5810526315789474,0.5557894736842105,0.5631578947368421,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6494736842105263,65,0.1,2,10,0.4052631578947368,0.3821052631578947,0.56,0.58,0.5968421052631578,0.6168421052631579,0.5810526315789474,0.5557894736842105,0.5631578947368421,0.5368421052631579
0000000011,2,"[1, 2]",0.4631578947368421,66,0.1,2,10,0.42736842105263156,0.37473684210526315,0.6052631578947368,0.5873684210526315,0.5810526315789474,0.6157894736842106,0.6063157894736843,0.5484210526315789,0.5642105263157895,0.5505263157894736
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6610526315789473,66,0.1,2,10,0.42736842105263156,0.37473684210526315,0.6052631578947368,0.5873684210526315,0.5810526315789474,0.6157894736842106,0.6063157894736843,0.5484210526315789,0.5642105263157895,0.5505263157894736
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6694736842105263,67,0.1,2,10,0.4589473684210526,0.3989473684210526,0.6063157894736843,0.4747368421052632,0.5926315789473684,0.5957894736842105,0.5873684210526315,0.5663157894736842,0.5652631578947368,0.5778947368421052
0000000011,2,"[1, 2]",0.44,68,0.1,2,10,0.42526315789473684,0.39473684210526316,0.6126315789473684,0.5989473684210527,0.6178947368421053,0.5989473684210527,0.5768421052631579,0.5726315789473684,0.5873684210526315,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6631578947368421,68,0.1,2,10,0.42526315789473684,0.39473684210526316,0.6126315789473684,0.5989473684210527,0.6178947368421053,0.5989473684210527,0.5768421052631579,0.5726315789473684,0.5873684210526315,0.5368421052631579
0000000011,2,"[1, 2]",0.39789473684210525,69,0.1,2,10,0.38,0.3873684210526316,0.6073684210526316,0.6147368421052631,0.5989473684210527,0.6421052631578947,0.6273684210526316,0.5821052631578948,0.58,0.5810526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6621052631578948,69,0.1,2,10,0.38,0.3873684210526316,0.6073684210526316,0.6147368421052631,0.5989473684210527,0.6421052631578947,0.6273684210526316,0.5821052631578948,0.58,0.5810526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6631578947368421,70,0.1,2,10,0.4189473684210526,0.4,0.5684210526315789,0.5284210526315789,0.58,0.5694736842105264,0.5768421052631579,0.5842105263157895,0.608421052631579,0.5442105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6673684210526316,71,0.1,2,10,0.44105263157894736,0.38,0.5642105263157895,0.5821052631578948,0.6021052631578947,0.5863157894736842,0.6105263157894737,0.5736842105263158,0.5947368421052631,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.66,72,0.1,2,10,0.4094736842105263,0.4063157894736842,0.588421052631579,0.6105263157894737,0.6105263157894737,0.5610526315789474,0.5768421052631579,0.56,0.5694736842105264,0.5463157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6789473684210526,73,0.1,2,10,0.3894736842105263,0.43157894736842106,0.6189473684210526,0.5705263157894737,0.5947368421052631,0.6494736842105263,0.64,0.5947368421052631,0.5726315789473684,0.5263157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6684210526315789,74,0.1,2,10,0.4263157894736842,0.42,0.5463157894736842,0.5768421052631579,0.6231578947368421,0.5905263157894737,0.5736842105263158,0.5957894736842105,0.58,0.5578947368421052
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6621052631578948,75,0.1,2,10,0.40421052631578946,0.42105263157894735,0.6242105263157894,0.4494736842105263,0.5842105263157895,0.5789473684210527,0.58,0.5821052631578948,0.6063157894736843,0.5684210526315789
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6557894736842105,76,0.1,2,10,0.4368421052631579,0.391578947368421,0.5389473684210526,0.6094736842105263,0.5789473684210527,0.5705263157894737,0.6221052631578947,0.5863157894736842,0.608421052631579,0.5421052631578948
