index,Trial,Max Iter or Depth,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Client 31 Accuracy,Client 32 Accuracy,Client 33 Accuracy,Client 34 Accuracy,Client 35 Accuracy,Client 36 Accuracy,Client 37 Accuracy,Client 38 Accuracy,Client 39 Accuracy,Client 40 Accuracy,Client 41 Accuracy,Client 42 Accuracy,Client 43 Accuracy,Client 44 Accuracy,Client 45 Accuracy,Client 46 Accuracy,Client 47 Accuracy,Client 48 Accuracy,Client 49 Accuracy,Client 50 Accuracy,Client 51 Accuracy,Client 52 Accuracy,Client 53 Accuracy,Client 54 Accuracy,Client 55 Accuracy,Client 56 Accuracy,Client 57 Accuracy,Client 58 Accuracy,Client 59 Accuracy,Client 60 Accuracy,Client 61 Accuracy,Client 62 Accuracy,Client 63 Accuracy,Client 64 Accuracy,Client 65 Accuracy,n_clients
50,38,10,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6252631578947369,0.5147368421052632,0.5789473684210527,0.5357894736842105,0.5936842105263158,0.5526315789473685,0.5536842105263158,0.5705263157894737,0.56,0.5368421052631579,0.5073684210526316,0.5452631578947369,0.5221052631578947,0.5684210526315789,0.5452631578947369,0.5168421052631579,0.5589473684210526,0.5326315789473685,0.5642105263157895,0.5747368421052632,0.5505263157894736,0.5326315789473685,0.5568421052631579,0.5210526315789473,0.5663157894736842,0.5589473684210526,0.5094736842105263,0.5821052631578948,0.5936842105263158,0.46,0.5673684210526316,0.5336842105263158,0.5463157894736842,0.4863157894736842,0.5747368421052632,0.5747368421052632,0.5515789473684211,0.5621052631578948,0.4831578947368421,0.5252631578947369,0.4968421052631579,0.5789473684210527,0.52,0.5705263157894737,0.5726315789473684,0.5589473684210526,0.5463157894736842,0.5568421052631579,0.4936842105263158,0.5863157894736842,0.5547368421052632,0.5463157894736842,0.5578947368421052,0.5368421052631579,0.5789473684210527,0.5821052631578948,0.5915789473684211,0.4336842105263158,0.5294736842105263,0.5347368421052632,0.5368421052631579,0.5336842105263158,0.5178947368421053,0.5747368421052632,0.5421052631578948,0.5852631578947368,65
50,39,10,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.608421052631579,0.5178947368421053,0.5821052631578948,0.5705263157894737,0.5484210526315789,0.5821052631578948,0.5126315789473684,0.5642105263157895,0.5810526315789474,0.5631578947368421,0.531578947368421,0.5694736842105264,0.5578947368421052,0.531578947368421,0.5284210526315789,0.5778947368421052,0.5926315789473684,0.5368421052631579,0.5663157894736842,0.5726315789473684,0.5547368421052632,0.5526315789473685,0.5863157894736842,0.531578947368421,0.5126315789473684,0.46210526315789474,0.531578947368421,0.56,0.5284210526315789,0.5063157894736842,0.5621052631578948,0.5431578947368421,0.56,0.5389473684210526,0.5442105263157895,0.5863157894736842,0.5305263157894737,0.5526315789473685,0.5157894736842106,0.5642105263157895,0.5726315789473684,0.5873684210526315,0.5810526315789474,0.5852631578947368,0.45052631578947366,0.5621052631578948,0.5231578947368422,0.5705263157894737,0.5715789473684211,0.5526315789473685,0.5431578947368421,0.5705263157894737,0.5536842105263158,0.5736842105263158,0.5684210526315789,0.5621052631578948,0.5747368421052632,0.5926315789473684,0.5547368421052632,0.5810526315789474,0.5031578947368421,0.5778947368421052,0.5484210526315789,0.5526315789473685,0.5747368421052632,0.5610526315789474,65
50,40,10,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6073684210526316,0.5473684210526316,0.5852631578947368,0.5852631578947368,0.5526315789473685,0.6063157894736843,0.5905263157894737,0.531578947368421,0.5526315789473685,0.5547368421052632,0.5568421052631579,0.5694736842105264,0.5442105263157895,0.5452631578947369,0.4694736842105263,0.5536842105263158,0.5284210526315789,0.4831578947368421,0.48526315789473684,0.5642105263157895,0.5231578947368422,0.56,0.5589473684210526,0.5326315789473685,0.5252631578947369,0.5442105263157895,0.5273684210526316,0.5368421052631579,0.5863157894736842,0.5621052631578948,0.5505263157894736,0.48210526315789476,0.5684210526315789,0.5505263157894736,0.5926315789473684,0.5631578947368421,0.5768421052631579,0.5810526315789474,0.5515789473684211,0.5431578947368421,0.5610526315789474,0.5105263157894737,0.5789473684210527,0.5273684210526316,0.5831578947368421,0.58,0.5642105263157895,0.5094736842105263,0.5389473684210526,0.5273684210526316,0.5736842105263158,0.508421052631579,0.5463157894736842,0.5905263157894737,0.5663157894736842,0.5421052631578948,0.5705263157894737,0.5484210526315789,0.5610526315789474,0.5052631578947369,0.5631578947368421,0.5357894736842105,0.5294736842105263,0.5747368421052632,0.56,0.5757894736842105,65
50,41,10,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6094736842105263,0.5357894736842105,0.5757894736842105,0.5905263157894737,0.5389473684210526,0.5178947368421053,0.5505263157894736,0.5557894736842105,0.5578947368421052,0.5736842105263158,0.5389473684210526,0.5621052631578948,0.5747368421052632,0.5473684210526316,0.5663157894736842,0.5378947368421053,0.5263157894736842,0.5221052631578947,0.5757894736842105,0.5336842105263158,0.5831578947368421,0.588421052631579,0.5526315789473685,0.5357894736842105,0.5684210526315789,0.5726315789473684,0.5010526315789474,0.5705263157894737,0.5663157894736842,0.5663157894736842,0.54,0.5463157894736842,0.5905263157894737,0.5610526315789474,0.5284210526315789,0.5694736842105264,0.5231578947368422,0.5715789473684211,0.5821052631578948,0.5673684210526316,0.5589473684210526,0.5610526315789474,0.5547368421052632,0.5578947368421052,0.5336842105263158,0.5957894736842105,0.5663157894736842,0.5789473684210527,0.54,0.5368421052631579,0.5357894736842105,0.5526315789473685,0.5031578947368421,0.56,0.4926315789473684,0.5694736842105264,0.5273684210526316,0.5631578947368421,0.5410526315789473,0.5621052631578948,0.5568421052631579,0.5778947368421052,0.5894736842105263,0.5252631578947369,0.5768421052631579,0.5536842105263158,65
50,47,10,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6147368421052631,0.5726315789473684,0.5431578947368421,0.5578947368421052,0.5736842105263158,0.5442105263157895,0.5715789473684211,0.5547368421052632,0.5705263157894737,0.5547368421052632,0.5694736842105264,0.5326315789473685,0.5252631578947369,0.5642105263157895,0.5968421052631578,0.5673684210526316,0.5557894736842105,0.5610526315789474,0.5631578947368421,0.5894736842105263,0.5778947368421052,0.5273684210526316,0.5684210526315789,0.588421052631579,0.5305263157894737,0.5926315789473684,0.5821052631578948,0.5610526315789474,0.5894736842105263,0.5652631578947368,0.5305263157894737,0.5947368421052631,0.56,0.508421052631579,0.5389473684210526,0.5621052631578948,0.5821052631578948,0.5536842105263158,0.42736842105263156,0.5915789473684211,0.5778947368421052,0.5652631578947368,0.56,0.5863157894736842,0.5326315789473685,0.5305263157894737,0.5557894736842105,0.5368421052631579,0.5673684210526316,0.531578947368421,0.5473684210526316,0.5336842105263158,0.5231578947368422,0.588421052631579,0.5589473684210526,0.5284210526315789,0.56,0.5821052631578948,0.5578947368421052,0.52,0.5610526315789474,0.5515789473684211,0.5452631578947369,0.5431578947368421,0.5715789473684211,0.56,65
50,48,10,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6094736842105263,0.5473684210526316,0.52,0.5515789473684211,0.58,0.5852631578947368,0.5778947368421052,0.5652631578947368,0.5968421052631578,0.5431578947368421,0.5726315789473684,0.5673684210526316,0.5526315789473685,0.5852631578947368,0.5378947368421053,0.5221052631578947,0.5842105263157895,0.5621052631578948,0.5642105263157895,0.511578947368421,0.5284210526315789,0.5547368421052632,0.5694736842105264,0.5431578947368421,0.5631578947368421,0.5694736842105264,0.588421052631579,0.5368421052631579,0.5873684210526315,0.5852631578947368,0.5568421052631579,0.5621052631578948,0.5305263157894737,0.4863157894736842,0.5705263157894737,0.5642105263157895,0.5568421052631579,0.5294736842105263,0.5526315789473685,0.5842105263157895,0.5547368421052632,0.5568421052631579,0.5715789473684211,0.588421052631579,0.5789473684210527,0.48210526315789476,0.5294736842105263,0.5494736842105263,0.5578947368421052,0.5894736842105263,0.5421052631578948,0.5757894736842105,0.5494736842105263,0.5915789473684211,0.5484210526315789,0.5821052631578948,0.5263157894736842,0.5652631578947368,0.5168421052631579,0.6,0.5894736842105263,0.5631578947368421,0.4421052631578947,0.58,0.5442105263157895,0.5284210526315789,65
50,49,10,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6136842105263158,0.5789473684210527,0.5747368421052632,0.5515789473684211,0.5852631578947368,0.6052631578947368,0.5663157894736842,0.5747368421052632,0.58,0.5705263157894737,0.5684210526315789,0.5736842105263158,0.5526315789473685,0.5547368421052632,0.5621052631578948,0.5494736842105263,0.5284210526315789,0.5736842105263158,0.5473684210526316,0.5136842105263157,0.5715789473684211,0.5705263157894737,0.5621052631578948,0.5589473684210526,0.5610526315789474,0.5147368421052632,0.5421052631578948,0.5494736842105263,0.5726315789473684,0.5452631578947369,0.43894736842105264,0.5652631578947368,0.5473684210526316,0.5484210526315789,0.5536842105263158,0.5926315789473684,0.5421052631578948,0.56,0.46210526315789474,0.5557894736842105,0.5410526315789473,0.5368421052631579,0.5926315789473684,0.5747368421052632,0.5484210526315789,0.5842105263157895,0.5147368421052632,0.5715789473684211,0.5378947368421053,0.5589473684210526,0.5694736842105264,0.5242105263157895,0.5368421052631579,0.5957894736842105,0.5610526315789474,0.5389473684210526,0.5357894736842105,0.56,0.5736842105263158,0.5831578947368421,0.5673684210526316,0.56,0.5473684210526316,0.5263157894736842,0.56,0.5726315789473684,65
50,1,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6052631578947368,0.531578947368421,0.5705263157894737,0.58,0.5757894736842105,0.5715789473684211,0.5684210526315789,0.5410526315789473,0.5726315789473684,0.5715789473684211,0.5515789473684211,0.5463157894736842,0.5305263157894737,0.5705263157894737,0.5715789473684211,0.5389473684210526,0.5021052631578947,0.5336842105263158,0.5789473684210527,0.5284210526315789,0.5589473684210526,0.5852631578947368,0.5578947368421052,0.5431578947368421,0.5147368421052632,0.5631578947368421,0.5568421052631579,0.5421052631578948,0.5652631578947368,0.5831578947368421,0.5894736842105263,0.5589473684210526,0.5610526315789474,0.5242105263157895,0.5673684210526316,0.5431578947368421,0.5347368421052632,0.5694736842105264,0.58,0.5347368421052632,0.4126315789473684,0.5747368421052632,0.5568421052631579,0.5357894736842105,0.5431578947368421,0.5189473684210526,0.5410526315789473,0.5694736842105264,0.5031578947368421,0.5305263157894737,0.5747368421052632,0.5694736842105264,0.56,0.5431578947368421,0.5294736842105263,0.5578947368421052,0.5242105263157895,0.5410526315789473,0.5473684210526316,0.4978947368421053,0.5431578947368421,0.5284210526315789,0.5642105263157895,0.58,0.5726315789473684,0.5989473684210527,65
50,2,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6042105263157894,0.588421052631579,0.5515789473684211,0.4789473684210526,0.5610526315789474,0.5526315789473685,0.5052631578947369,0.5578947368421052,0.4610526315789474,0.5863157894736842,0.5578947368421052,0.5663157894736842,0.5336842105263158,0.5642105263157895,0.5147368421052632,0.5515789473684211,0.5473684210526316,0.5273684210526316,0.5463157894736842,0.5757894736842105,0.5652631578947368,0.5631578947368421,0.5673684210526316,0.5463157894736842,0.5421052631578948,0.5031578947368421,0.5810526315789474,0.5473684210526316,0.5178947368421053,0.5821052631578948,0.5663157894736842,0.5736842105263158,0.5157894736842106,0.5936842105263158,0.5484210526315789,0.5484210526315789,0.6021052631578947,0.5694736842105264,0.5747368421052632,0.5957894736842105,0.5073684210526316,0.531578947368421,0.58,0.5894736842105263,0.5431578947368421,0.5778947368421052,0.5452631578947369,0.54,0.5757894736842105,0.5810526315789474,0.5789473684210527,0.58,0.5547368421052632,0.5442105263157895,0.5536842105263158,0.5494736842105263,0.5494736842105263,0.5663157894736842,0.5673684210526316,0.5421052631578948,0.5263157894736842,0.5536842105263158,0.5336842105263158,0.5589473684210526,0.5336842105263158,0.5621052631578948,65
50,3,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6094736842105263,0.5978947368421053,0.5557894736842105,0.5705263157894737,0.5568421052631579,0.5231578947368422,0.5231578947368422,0.5589473684210526,0.5673684210526316,0.5673684210526316,0.5442105263157895,0.5642105263157895,0.5747368421052632,0.5147368421052632,0.5747368421052632,0.5515789473684211,0.5442105263157895,0.5473684210526316,0.5547368421052632,0.5410526315789473,0.56,0.5715789473684211,0.5368421052631579,0.5505263157894736,0.5473684210526316,0.5547368421052632,0.5684210526315789,0.56,0.5778947368421052,0.49473684210526314,0.5484210526315789,0.5757894736842105,0.5642105263157895,0.5263157894736842,0.5368421052631579,0.5684210526315789,0.5610526315789474,0.5673684210526316,0.5694736842105264,0.5652631578947368,0.5810526315789474,0.58,0.5568421052631579,0.5652631578947368,0.5873684210526315,0.54,0.5663157894736842,0.5673684210526316,0.5431578947368421,0.5621052631578948,0.5463157894736842,0.5452631578947369,0.5484210526315789,0.5547368421052632,0.5157894736842106,0.5357894736842105,0.5705263157894737,0.5231578947368422,0.5768421052631579,0.5757894736842105,0.5663157894736842,0.5705263157894737,0.5547368421052632,0.5368421052631579,0.5126315789473684,0.5863157894736842,65
50,4,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6168421052631579,0.5894736842105263,0.5284210526315789,0.5136842105263157,0.5894736842105263,0.5305263157894737,0.52,0.5515789473684211,0.4231578947368421,0.6010526315789474,0.5705263157894737,0.5284210526315789,0.5357894736842105,0.5778947368421052,0.5547368421052632,0.5947368421052631,0.5284210526315789,0.5621052631578948,0.5126315789473684,0.5957894736842105,0.5747368421052632,0.5494736842105263,0.5810526315789474,0.5621052631578948,0.5715789473684211,0.5726315789473684,0.5326315789473685,0.5494736842105263,0.5484210526315789,0.5642105263157895,0.5663157894736842,0.5610526315789474,0.5894736842105263,0.5947368421052631,0.5378947368421053,0.5747368421052632,0.5842105263157895,0.4905263157894737,0.5589473684210526,0.5431578947368421,0.5652631578947368,0.5631578947368421,0.5526315789473685,0.5473684210526316,0.5768421052631579,0.5042105263157894,0.5652631578947368,0.5431578947368421,0.5389473684210526,0.5947368421052631,0.5463157894736842,0.5631578947368421,0.5642105263157895,0.5410526315789473,0.5494736842105263,0.5873684210526315,0.56,0.5778947368421052,0.5652631578947368,0.5589473684210526,0.5831578947368421,0.5621052631578948,0.5589473684210526,0.4831578947368421,0.54,0.5705263157894737,65
50,5,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6073684210526316,0.5652631578947368,0.5263157894736842,0.5789473684210527,0.5526315789473685,0.5589473684210526,0.5852631578947368,0.5189473684210526,0.5757894736842105,0.5694736842105264,0.5526315789473685,0.5894736842105263,0.5431578947368421,0.6063157894736843,0.5863157894736842,0.5810526315789474,0.5778947368421052,0.5515789473684211,0.5684210526315789,0.52,0.5547368421052632,0.5347368421052632,0.5842105263157895,0.5473684210526316,0.5473684210526316,0.5694736842105264,0.5515789473684211,0.5431578947368421,0.5284210526315789,0.5347368421052632,0.5684210526315789,0.5631578947368421,0.6052631578947368,0.5768421052631579,0.5673684210526316,0.5652631578947368,0.5810526315789474,0.5357894736842105,0.5831578947368421,0.5242105263157895,0.5831578947368421,0.5684210526315789,0.5473684210526316,0.5589473684210526,0.5621052631578948,0.5894736842105263,0.5515789473684211,0.5484210526315789,0.531578947368421,0.5831578947368421,0.5378947368421053,0.5568421052631579,0.56,0.5821052631578948,0.5452631578947369,0.5547368421052632,0.5757894736842105,0.5831578947368421,0.5463157894736842,0.5526315789473685,0.5694736842105264,0.5715789473684211,0.4747368421052632,0.56,0.5421052631578948,0.5010526315789474,65
50,6,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.5978947368421053,0.5926315789473684,0.5336842105263158,0.5778947368421052,0.5326315789473685,0.5905263157894737,0.5494736842105263,0.5536842105263158,0.5326315789473685,0.46421052631578946,0.5568421052631579,0.5663157894736842,0.5715789473684211,0.5589473684210526,0.5336842105263158,0.5621052631578948,0.5684210526315789,0.5789473684210527,0.5147368421052632,0.5473684210526316,0.5715789473684211,0.5663157894736842,0.511578947368421,0.5505263157894736,0.49894736842105264,0.5621052631578948,0.5463157894736842,0.5221052631578947,0.5505263157894736,0.5726315789473684,0.5010526315789474,0.5505263157894736,0.5452631578947369,0.5536842105263158,0.5957894736842105,0.5747368421052632,0.5873684210526315,0.5621052631578948,0.5557894736842105,0.5442105263157895,0.52,0.5536842105263158,0.58,0.58,0.5852631578947368,0.4884210526315789,0.5442105263157895,0.5810526315789474,0.5515789473684211,0.5526315789473685,0.5431578947368421,0.5663157894736842,0.5915789473684211,0.5326315789473685,0.5757894736842105,0.5694736842105264,0.5621052631578948,0.508421052631579,0.5189473684210526,0.5621052631578948,0.5463157894736842,0.5094736842105263,0.5736842105263158,0.5515789473684211,0.5715789473684211,0.5347368421052632,65
50,10,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6147368421052631,0.5389473684210526,0.5515789473684211,0.5789473684210527,0.5705263157894737,0.5463157894736842,0.5610526315789474,0.5778947368421052,0.5473684210526316,0.5378947368421053,0.5442105263157895,0.5589473684210526,0.48947368421052634,0.5715789473684211,0.588421052631579,0.5357894736842105,0.5578947368421052,0.5621052631578948,0.5726315789473684,0.5968421052631578,0.5505263157894736,0.5568421052631579,0.5484210526315789,0.5663157894736842,0.5431578947368421,0.5778947368421052,0.5284210526315789,0.5557894736842105,0.5515789473684211,0.5768421052631579,0.5063157894736842,0.5621052631578948,0.5873684210526315,0.5705263157894737,0.5652631578947368,0.5431578947368421,0.5421052631578948,0.5515789473684211,0.5484210526315789,0.5378947368421053,0.5652631578947368,0.5547368421052632,0.5631578947368421,0.5673684210526316,0.5494736842105263,0.5663157894736842,0.5442105263157895,0.5621052631578948,0.5273684210526316,0.5915789473684211,0.5894736842105263,0.5568421052631579,0.49473684210526314,0.5557894736842105,0.6010526315789474,0.5494736842105263,0.5757894736842105,0.5326315789473685,0.5694736842105264,0.531578947368421,0.5631578947368421,0.5610526315789474,0.5705263157894737,0.5726315789473684,0.5831578947368421,0.5789473684210527,65
50,12,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6136842105263158,0.5757894736842105,0.5715789473684211,0.5526315789473685,0.5568421052631579,0.5757894736842105,0.5347368421052632,0.5978947368421053,0.58,0.5168421052631579,0.5473684210526316,0.5473684210526316,0.49157894736842106,0.5694736842105264,0.5221052631578947,0.5631578947368421,0.5736842105263158,0.5589473684210526,0.5778947368421052,0.5452631578947369,0.5431578947368421,0.5421052631578948,0.5557894736842105,0.5621052631578948,0.5957894736842105,0.5831578947368421,0.5789473684210527,0.5557894736842105,0.5873684210526315,0.5063157894736842,0.6021052631578947,0.5410526315789473,0.58,0.56,0.5684210526315789,0.54,0.5547368421052632,0.5221052631578947,0.5,0.5778947368421052,0.511578947368421,0.5736842105263158,0.5442105263157895,0.5547368421052632,0.5473684210526316,0.5168421052631579,0.5378947368421053,0.5473684210526316,0.52,0.5747368421052632,0.5421052631578948,0.5368421052631579,0.5726315789473684,0.5526315789473685,0.5789473684210527,0.5894736842105263,0.5494736842105263,0.5757894736842105,0.6042105263157894,0.5231578947368422,0.5757894736842105,0.5547368421052632,0.5747368421052632,0.4768421052631579,0.5578947368421052,0.5547368421052632,65
50,13,100,11111111111111111111111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",0.6326315789473684,0.5705263157894737,0.5747368421052632,0.5789473684210527,0.5747368421052632,0.5821052631578948,0.5568421052631579,0.5694736842105264,0.5842105263157895,0.5684210526315789,0.5810526315789474,0.5547368421052632,0.588421052631579,0.5705263157894737,0.5536842105263158,0.5621052631578948,0.511578947368421,0.5810526315789474,0.5821052631578948,0.5947368421052631,0.5431578947368421,0.5810526315789474,0.5757894736842105,0.5157894736842106,0.5736842105263158,0.6021052631578947,0.5589473684210526,0.5547368421052632,0.4831578947368421,0.5694736842105264,0.5073684210526316,0.5252631578947369,0.5031578947368421,0.5621052631578948,0.5494736842105263,0.5663157894736842,0.531578947368421,0.5789473684210527,0.5642105263157895,0.5989473684210527,0.5915789473684211,0.52,0.5473684210526316,0.5326315789473685,0.5621052631578948,0.5410526315789473,0.5252631578947369,0.5768421052631579,0.5894736842105263,0.5642105263157895,0.5663157894736842,0.5073684210526316,0.47368421052631576,0.5473684210526316,0.5252631578947369,0.5757894736842105,0.6063157894736843,0.5431578947368421,0.5547368421052632,0.5473684210526316,0.531578947368421,0.5421052631578948,0.5231578947368422,0.5747368421052632,0.5705263157894737,0.5347368421052632,65
